"repo_id","programming_language","repo_git","lines"
"25539","Python","https://github.com/automatic1111/stable-diffusion-webui","348325"
"25539","JavaScript","https://github.com/automatic1111/stable-diffusion-webui","38130"
"25539","CSS","https://github.com/automatic1111/stable-diffusion-webui","13850"
"25539","HTML","https://github.com/automatic1111/stable-diffusion-webui","4740"
"25539","TOML","https://github.com/automatic1111/stable-diffusion-webui","310"
"25540","Jupyter","https://github.com/huggingface/peft","1239523"
"25540","Python","https://github.com/huggingface/peft","423550"
"25540","Cuda","https://github.com/huggingface/peft","790"
"25540","Makefile","https://github.com/huggingface/peft","480"
"25540","TOML","https://github.com/huggingface/peft","380"
"25540","C++","https://github.com/huggingface/peft","240"
"25541","Python","https://github.com/langchain-ai/langchain","4408224"
"25541","Jupyter","https://github.com/langchain-ai/langchain","3424275"
"25541","MDX","https://github.com/langchain-ai/langchain","138765"
"25541","TOML","https://github.com/langchain-ai/langchain","53607"
"25541","JavaScript","https://github.com/langchain-ai/langchain","15039"
"25541","CSS","https://github.com/langchain-ai/langchain","13460"
"25541","Makefile","https://github.com/langchain-ai/langchain","12411"
"25541","HTML","https://github.com/langchain-ai/langchain","5860"
"25541","Extensible Stylesheet Language Transformations","https://github.com/langchain-ai/langchain","5260"
"25541","Org","https://github.com/langchain-ai/langchain","760"
"25541","SQL","https://github.com/langchain-ai/langchain","720"
"25541","TypeScript","https://github.com/langchain-ai/langchain","284"
"25541","Jinja","https://github.com/langchain-ai/langchain","270"
"25541","JSONL","https://github.com/langchain-ai/langchain","30"
"25542","Rust","https://github.com/qdrant/qdrant","1066049"
"25542","Python","https://github.com/qdrant/qdrant","157765"
"25542","Protocol Buffers","https://github.com/qdrant/qdrant","13680"
"25542","TOML","https://github.com/qdrant/qdrant","5176"
"25542","C","https://github.com/qdrant/qdrant","904"
"25542","HTML","https://github.com/qdrant/qdrant","750"
"25542","JavaScript","https://github.com/qdrant/qdrant","288"
"25542","Autoconf","https://github.com/qdrant/qdrant","24"
"25543","Python","https://github.com/lucidrains/imagen-pytorch","44061"
"25543","Autoconf","https://github.com/lucidrains/imagen-pytorch","8"
"25545","Rust","https://github.com/chroma-core/chroma","319545"
"25545","Python","https://github.com/chroma-core/chroma","286314"
"25545","Go","https://github.com/chroma-core/chroma","204409"
"25545","TypeScript","https://github.com/chroma-core/chroma","77094"
"25545","Jupyter","https://github.com/chroma-core/chroma","34490"
"25545","Terraform","https://github.com/chroma-core/chroma","8030"
"25545","Protocol Buffers","https://github.com/chroma-core/chroma","4594"
"25545","CSS","https://github.com/chroma-core/chroma","3370"
"25545","JavaScript","https://github.com/chroma-core/chroma","2952"
"25545","SQL","https://github.com/chroma-core/chroma","2667"
"25545","TOML","https://github.com/chroma-core/chroma","2607"
"25545","C++","https://github.com/chroma-core/chroma","2330"
"25545","Makefile","https://github.com/chroma-core/chroma","412"
"25545","Patch","https://github.com/chroma-core/chroma","260"
"25545","Systemd","https://github.com/chroma-core/chroma","250"
"25545","HTML","https://github.com/chroma-core/chroma","210"
"25545","Powershell","https://github.com/chroma-core/chroma","190"
"25545","TypeScript Typings","https://github.com/chroma-core/chroma","0"
"25546","Python","https://github.com/microsoft/lora","2144813"
"25546","Jupyter","https://github.com/microsoft/lora","70256"
"25546","CSS","https://github.com/microsoft/lora","2144"
"25546","JavaScript","https://github.com/microsoft/lora","2056"
"25546","Makefile","https://github.com/microsoft/lora","472"
"25546","Systemd","https://github.com/microsoft/lora","376"
"25546","Jsonnet","https://github.com/microsoft/lora","256"
"25546","TOML","https://github.com/microsoft/lora","24"
"25546","Autoconf","https://github.com/microsoft/lora","8"
"25557","Rust","https://github.com/pola-rs/polars","540136"
"25557","Python","https://github.com/pola-rs/polars","290882"
"25557","TOML","https://github.com/pola-rs/polars","5720"
"25557","Makefile","https://github.com/pola-rs/polars","692"
"25557","HTML","https://github.com/pola-rs/polars","482"
"25557","CSS","https://github.com/pola-rs/polars","198"
